CAS #,X1sol/T,Mor13v/T,H050/T,R5v/T,TO..Cl/T,HATS5v/T,RDF035m/T,RCl/T,nCOOR/T,Mor15u/T,RDF90m/T,1/T
149864-82-4,0.026040584,-0.001271172,0,0.000275029,0,0.00085192,0.001341607,0.004796244,0,0.000452792,0,0.003354016
055720-34-8,0.023639108,-0.001197384,0,0.000539997,0,0.001690424,0.001656884,0.004762703,0,0.000539997,0,0.003354016
000095-50-1,0.016042468,-0.000311184,0,5.49E-05,0,0.000186711,0.000999451,0.005125389,0,-0.000677284,0,0.003660992
000095-50-1,0.015475896,-0.000300194,0,5.30E-05,0,0.000180117,0.000964153,0.004944376,0,-0.000653364,0,0.003531697
000095-50-1,0.014947979,-0.000289954,0,5.12E-05,0,0.000173972,0.000931264,0.004775712,0,-0.000631076,0,0.003411223
000095-50-1,0.0146973,-0.000285091,0,5.03E-05,0,0.000171055,0.000915646,0.004695623,0,-0.000620493,0,0.003354016
000095-50-1,0.0166521,-0.00032301,0,5.70E-05,0,0.000193806,0.001037431,0.00532016,0,-0.000703021,0,0.003800114
000107-06-2,0.008790877,0.000526581,0,0,0,0,0,0,0,0.000137515,0,0.003354016
002050-69-3,0.021348315,-0.001254402,0,0.000335402,0,0.001056515,0.001666946,0.004762703,0,0.000600369,0,0.003354016
053555-64-9,0.025926547,-0.000955895,0,0.000368942,0,0.000972665,0.001455643,0.004796244,0,0.000402482,0,0.003354016
031604-28-1,0.025983565,-0.001271172,0,0.000513165,0,0.001640114,0.001512661,0.004829784,0,0.000865336,0,0.003354016
000108-70-3,0.016931075,1.34E-05,0,5.03E-05,0,0.000211303,0.000892168,0.004662083,0,-0.00030857,0,0.003354016
051570-43-5,0.023639108,-0.001170552,0,0.000439376,0,0.001485829,0.001583096,0.004762703,0,0.000462854,0,0.003354016
051570-43-5,0.0248914,-0.001232562,0,0.000462652,0,0.001564542,0.001666961,0.00501501,0,0.000487374,0,0.003531697
051570-43-5,0.024042299,-0.001190517,0,0.00044687,0,0.001511172,0.001610097,0.004843937,0,0.000470749,0,0.003411223
051570-43-5,0.023249217,-0.001151245,0,0.000432129,0,0.001461323,0.001556985,0.00468415,0,0.00045522,0,0.003298697
051570-43-5,0.022506786,-0.001114482,0,0.00041833,0,0.001414658,0.001507265,0.004534568,0,0.000440683,0,0.003193358
051570-43-5,0.021810305,-0.001079994,0,0.000405384,0,0.00137088,0.001460622,0.004394244,0,0.000427046,0,0.003094538
150224-15-0,0.025926547,-0.001033037,0,0.000201241,0,0.000667449,0.001485829,0.004796244,0,0.000982727,0,0.003354016
000541-73-1,0.014640282,-0.000134161,0,5.03E-05,0,0.000167701,0.001006205,0.004662083,0,-0.000402482,0,0.003354016
003432-57-3,0.026040584,-0.001022975,0,0.000516519,0,0.001898373,0.001133658,0.004796244,0,0.000647325,0,0.003354016
003432-57-3,0.027420095,-0.001077168,0,0.000543881,0,0.00199894,0.001193714,0.005050327,0,0.000681618,0,0.003531697
003432-57-3,0.026484735,-0.001040423,0,0.000525328,0,0.001930752,0.001152993,0.004878049,0,0.000658366,0,0.003411223
003432-57-3,0.025611084,-0.001006103,0,0.000507999,0,0.001867063,0.00111496,0.004717137,0,0.000636649,0,0.003298697
003432-57-3,0.02479323,-0.000973974,0,0.000491777,0,0.001807441,0.001079355,0.004566502,0,0.000616318,0,0.003193358
003432-57-3,0.024025994,-0.000943834,0,0.000476559,0,0.001751509,0.001045954,0.00442519,0,0.000597246,0,0.003094538
002437-55-0,0.023692772,-0.001355023,0,0.000466208,0,0.001391917,0.001532786,0.004796244,0,0.00037565,0,0.003354016
002437-55-0,0.024947907,-0.001426806,0,0.000490906,0,0.001465654,0.001613986,0.005050327,0,0.00039555,0,0.003531697
002437-55-0,0.024096879,-0.001378134,0,0.00047416,0,0.001415658,0.001558929,0.004878049,0,0.000382057,0,0.003411223
002437-55-0,0.023301996,-0.001332674,0,0.000458519,0,0.001368959,0.001507505,0.004717137,0,0.000369454,0,0.003298697
002437-55-0,0.02255788,-0.001290117,0,0.000443877,0,0.001325243,0.001459365,0.004566502,0,0.000357656,0,0.003193358
002437-55-0,0.021859817,-0.001250193,0,0.000430141,0,0.001284233,0.001414204,0.00442519,0,0.000346588,0,0.003094538
055720-43-9,0.025983565,-0.001073285,0,0.000600369,0,0.002502096,0.001314774,0.004796244,0,0.000432668,0,0.003354016
055720-43-9,0.027360057,-0.001130143,0,0.000632174,0,0.002634646,0.001384425,0.005050327,0,0.000455589,0,0.003531697
055720-43-9,0.026426744,-0.001091591,0,0.000610609,0,0.002544772,0.001337199,0.004878049,0,0.000440048,0,0.003411223
055720-43-9,0.025555006,-0.001055583,0,0.000590467,0,0.002460828,0.001293089,0.004717137,0,0.000425532,0,0.003298697
055720-43-9,0.024738943,-0.001021875,0,0.000571611,0,0.002382245,0.001251796,0.004566502,0,0.000411943,0,0.003193358
055720-43-9,0.023973387,-0.000990252,0,0.000553922,0,0.002308525,0.001213059,0.00442519,0,0.000399195,0,0.003094538
002437-54-9,0.023639108,-0.001224216,0,0.000607077,0,0.002002348,0.001633406,0.004796244,0,0.000486332,0,0.003354016
002437-54-9,0.0248914,-0.001289069,0,0.000639237,0,0.002108423,0.001719936,0.005050327,0,0.000512096,0,0.003531697
002437-54-9,0.024042299,-0.001245096,0,0.000617431,0,0.0020365,0.001661266,0.004878049,0,0.000494627,0,0.003411223
002437-54-9,0.023249217,-0.001204024,0,0.000597064,0,0.001969322,0.001606465,0.004717137,0,0.000478311,0,0.003298697
002437-54-9,0.022506786,-0.001165576,0,0.000577998,0,0.001906435,0.001555165,0.004566502,0,0.000463037,0,0.003193358
002437-54-9,0.021810305,-0.001129506,0,0.000560111,0,0.001847439,0.00150704,0.00442519,0,0.000448708,0,0.003094538
NONE,0.018869696,0.000633909,0,9.73E-05,0,0.000368942,0.009122925,0.00402482,0,-0.00112695,0.006379339,0.003354016
000106-37-6,0.016575549,-0.00083515,0,0.000586953,0,0.002274023,0.001006205,0.004695623,0,0.001103471,0,0.003354016
000106-46-7,0.014640282,-0.000150931,0,0.000177763,0,0.000368942,0.001009559,0.004662083,0,-0.000553413,0,0.003354016
001825-31-6,0.021348315,-0.00119403,0,0.000452792,0,0.001398625,0.001542848,0.004796244,0,0.000429314,0,0.003354016
001825-31-6,0.022479251,-0.001257284,0,0.000476779,0,0.001472718,0.001624581,0.005050327,0,0.000452057,0,0.003531697
001825-31-6,0.021712434,-0.001214395,0,0.000460515,0,0.00142248,0.001569163,0.004878049,0,0.000436637,0,0.003411223
001825-31-6,0.020996206,-0.001174336,0,0.000445324,0,0.001375557,0.001517401,0.004717137,0,0.000422233,0,0.003298697
001825-31-6,0.020325722,-0.001136835,0,0.000431103,0,0.00133163,0.001468945,0.004566502,0,0.00040875,0,0.003193358
001825-31-6,0.019696735,-0.001101656,0,0.000417763,0,0.001290422,0.001423488,0.00442519,0,0.000396101,0,0.003094538
001825-30-5,0.021348315,-0.001358377,0,0.000439376,0,0.00124434,0.001713902,0.004762703,0,0.000365588,0,0.003354016
055720-39-3,0.023639108,-0.001170552,0,0.000529935,0,0.001814523,0.001640114,0.004796244,0,0.000633909,0,0.003354016
865-86-1,0.012782157,-0.000771424,0.003354016,0.000107329,0,0.00034211,0.094070099,0,0,-0.000472916,0.042424954,0.003354016
000628-05-7,0.01432165,0.000550059,0,9.39E-05,0,0.000352172,0.005168539,0.00402482,0,-0.0019621,3.35E-06,0.003354016
039227-53-7,0.025597853,-0.002149925,0,0.000204595,0.023478115,0.000516519,0.008438705,0.004729163,0,0.001834647,4.02E-05,0.003354016
039227-53-7,0.026953911,-0.002263818,0,0.000215434,0.024721879,0.000543881,0.00888575,0.004979693,0,0.001931838,4.24E-05,0.003531697
039227-53-7,0.026034453,-0.002186594,0,0.000208085,0.02387856,0.000525328,0.008582637,0.004809824,0,0.001865939,4.09E-05,0.003411223
039227-53-7,0.025175656,-0.002114465,0,0.000201221,0.023090879,0.000507999,0.008299522,0.004651163,0,0.001804387,3.96E-05,0.003298697
039227-53-7,0.024371707,-0.002046942,0,0.000194795,0.022353505,0.000491777,0.008034488,0.004502635,0,0.001746767,3.83E-05,0.003193358
000109-69-3,0.009283917,0.000566829,0,0.000164347,0,0.000405836,0.000258259,0,0,-0.001489183,0,0.003354016
000090-13-1,0.019003857,-0.001398625,0,0.00034211,0,0.000955895,0.002032534,0.004762703,0,0.000526581,0,0.003354016
000540-54-5,0.007606909,0.000449438,0,0,0,0,0.000241489,0,0,-0.000811672,0,0.003354016
000003-82-3,0.01432165,0.000362234,0.003354016,0.000103975,0,0.00035888,0.004896864,0.00402482,0,-0.000989435,0,0.003354016
000006-01-5,0.038202247,-0.002287439,0,0.00032534,0,0.000825088,0.182153279,0.004729163,0,0.002807312,0.009958075,0.003354016
052663-69-1,0.044772765,-0.002277377,0,0.000550059,0,0.001747443,0.176397786,0.004729163,0,0.004095254,0.15503941,0.003354016
052663-69-1,0.043319812,-0.002203472,0,0.000532208,0,0.001690735,0.170673373,0.004575694,0,0.003962356,0.150008113,0.003245173
052663-69-1,0.041958196,-0.002134213,0,0.00051548,0,0.001637592,0.165308817,0.004431872,0,0.003837812,0.145293101,0.003143171
182346-21-0,0.038145229,-0.003203086,0,0.00034211,0,0.000771424,0.19798759,0.004729163,0,0.003689418,0.023934261,0.003354016
182346-21-0,0.039469027,-0.003314246,0,0.000353982,0,0.000798195,0.204858581,0.004893285,0,0.003817456,0.024764879,0.003470415
182346-21-0,0.03690735,-0.00309914,0,0.000331008,0,0.00074639,0.191562551,0.004575694,0,0.00356969,0.023157553,0.003245173
182346-21-0,0.035747289,-0.003001729,0,0.000320603,0,0.000722929,0.185541411,0.004431872,0,0.003457489,0.022429672,0.003143171
000006-01-7,0.041401979,-0.002217005,0,0.000573537,0,0.001583096,0.01336911,0.004729163,0,0.003974509,0.179865839,0.003354016
000006-01-7,0.042838799,-0.002293944,0,0.000593441,0,0.001638036,0.013833073,0.004893285,0,0.004112441,0.18610793,0.003470415
000006-01-7,0.040058413,-0.002145059,0,0.000554925,0,0.001531722,0.012935259,0.004575694,0,0.00384553,0.174028882,0.003245173
000006-01-7,0.038799309,-0.002077636,0,0.000537482,0,0.001483577,0.012528681,0.004431872,0,0.003724658,0.168558856,0.003143171
207122-15-4,0.042838799,-0.002852681,0,0.00058303,0,0.001481867,0.023168489,0.004893285,0,0.004393545,0.06686448,0.003470415
207122-15-4,0.041401979,-0.002757002,0,0.000563475,0,0.001432165,0.022391414,0.004729163,0,0.004246185,0.064621835,0.003354016
207122-15-4,0.040058413,-0.002667532,0,0.000545189,0,0.001385689,0.021664774,0.004575694,0,0.004108389,0.062524744,0.003245173
207122-15-4,0.038799309,-0.002583687,0,0.000528053,0,0.001342134,0.020983813,0.004431872,0,0.003979255,0.060559485,0.003143171
060348-60-9,0.039410029,-0.002130835,0,0.000600382,0,0.001332639,0.013086934,0.004893285,0,0.004004859,0.049970501,0.003470415
060348-60-9,0.038088211,-0.002059366,0,0.000580245,0,0.001287942,0.012647996,0.004729163,0,0.003870535,0.048294483,0.003354016
060348-60-9,0.036852182,-0.001992536,0,0.000561415,0,0.001246146,0.012237547,0.004575694,0,0.003744929,0.046727243,0.003245173
060348-60-9,0.035693855,-0.001929907,0,0.000543769,0,0.001206978,0.0118529,0.004431872,0,0.00362722,0.045258526,0.003143171
189084-64-8,0.039410029,-0.002484817,0,0.000378275,0,0.000937012,0.035693215,0.004858581,0,0.003803575,0.03723755,0.003470415
189084-64-8,0.038088211,-0.002401476,0,0.000365588,0,0.000905584,0.034496059,0.004695623,0,0.003676002,0.035988596,0.003354016
189084-64-8,0.036852182,-0.002323544,0,0.000353724,0,0.000876197,0.033376602,0.004543242,0,0.003556709,0.034820704,0.003245173
189084-64-8,0.035693855,-0.002250511,0,0.000342606,0,0.000848656,0.032327518,0.00440044,0,0.003444916,0.03372623,0.003143171
005436-43-1,0.034774442,-0.001868187,0,0.000382358,0,0.000811672,0.010632232,0.004695623,0,0.003853765,0.032611102,0.003354016
005436-43-1,0.03598126,-0.001933021,0,0.000395627,0,0.00083984,0.011001215,0.004858581,0,0.003987507,0.033742842,0.003470415
005436-43-1,0.033645952,-0.001807561,0,0.00036995,0,0.000785332,0.010287198,0.004543242,0,0.003728704,0.031552815,0.003245173
005436-43-1,0.032588402,-0.001750747,0,0.000358322,0,0.000760647,0.009963854,0.00440044,0,0.003611504,0.030561056,0.003143171
000006-00-5,0.031517692,-0.001576388,0,0.000385712,0,0.000811672,0.010659064,0.004695623,0,0.002917994,0.021516015,0.003354016
000006-00-5,0.032611487,-0.001631095,0,0.000399098,0,0.00083984,0.011028978,0.004858581,0,0.003019261,0.02226271,0.003470415
000006-00-5,0.030494889,-0.001525231,0,0.000373195,0,0.000785332,0.010313159,0.004543242,0,0.0028233,0.020817784,0.003245173
000006-00-5,0.029536382,-0.001477291,0,0.000361465,0,0.000760647,0.009988999,0.00440044,0,0.002734559,0.020163445,0.003143171
182677-30-1,0.041458997,-0.003427805,0,0.00042596,0,0.00076807,0.14866007,0.004762703,0,0.003551903,0.024182458,0.003354016
182677-30-1,0.038852742,-0.003212321,0,0.000399183,0,0.000719786,0.139314789,0.004463303,0,0.003328619,0.022662266,0.003143171
000006-01-6,0.038088211,-0.002639611,0,0.000429314,0,0.000845212,0.017380513,0.004729163,0,0.003826933,0.030749623,0.003354016
000006-01-4,0.034774442,-0.002414892,0,0.000338756,0,0.000731176,0.009022304,0.004729163,0,0.002699983,0.049250377,0.003354016
000006-01-4,0.03598126,-0.002498699,0,0.000350512,0,0.00075655,0.009335416,0.004893285,0,0.002793684,0.05095957,0.003470415
000006-01-4,0.033645952,-0.002336524,0,0.000327762,0,0.000707448,0.008729515,0.004575694,0,0.002612364,0.047652117,0.003245173
000006-01-4,0.032588402,-0.002263083,0,0.00031746,0,0.000685211,0.008455131,0.004431872,0,0.002530253,0.04615433,0.003143171
000006-01-2,0.034774442,-0.002552407,0,0.000422606,0,0.000845212,0.010253228,0.004695623,0,0.0031729,0.011675331,0.003354016
000006-00-6,0.031574711,-0.002260607,0,0.000328694,0,0.000674157,0.124541338,0.004695623,0,0.001975516,0.001821231,0.003354016
034588-40-4,0.025926547,-0.001217508,0,0.000315278,0,0.001318128,0.001485829,0.004762703,0,0.0007513,0,0.003354016
51207-31-9,0.032520543,-0.001723964,0,0.000150931,0.120744592,0.000898876,0.008881436,0.004729163,0,0.001012913,0.005577729,0.003354016
51207-31-9,0.033075217,-0.001753369,0,0.000153505,0.122804025,0.000914208,0.009032918,0.004809824,0,0.001030189,0.005672864,0.003411223
51207-31-9,0.030962797,-0.001641386,0,0.000143701,0.114960881,0.00085582,0.008456011,0.004502635,0,0.000964394,0.005310554,0.003193358
51207-31-9,0.030004642,-0.001590593,0,0.000139254,0.111403373,0.000829336,0.008194337,0.004363299,0,0.000934551,0.005146217,0.003094538
51207-31-9,0.030900553,-0.001355023,0,0.000137515,0.060372296,0.000415898,0.01103136,0.004863324,0,0.0012108,0,0.003354016
001746-01-6,0.032537524,-0.001426806,0,0.0001448,0.063570546,0.00043793,0.011615751,0.005120961,0,0.001274943,0,0.003531697
001746-01-6,0.031427597,-0.001378134,0,0.00013986,0.061402013,0.000422992,0.011219512,0.004946273,0,0.001231451,0,0.003411223
001746-01-6,0.030390896,-0.001332674,0,0.000135247,0.059376546,0.000409038,0.010849414,0.004783111,0,0.00119083,0,0.003298697
001746-01-6,0.029420406,-0.001290117,0,0.000130928,0.057480441,0.000395976,0.010502954,0.004630369,0,0.001152802,0,0.003193358
033857-28-2,0.030176086,-0.001851417,0,0.000137515,0.090558444,0.000422606,0.009173235,0.004729163,0,0.001187322,0.004182458,0.003354016
033857-28-2,0.032937946,-0.002020868,0,0.000150101,0.098846787,0.000461285,0.010012813,0.005161999,0,0.001295991,0.004565257,0.003660992
033857-28-2,0.031774678,-0.001949497,0,0.0001448,0.095355818,0.000444994,0.009659191,0.004979693,0,0.001250221,0.004404026,0.003531697
033857-28-2,0.030690773,-0.001882995,0,0.00013986,0.092103019,0.000429814,0.009329695,0.004809824,0,0.001207573,0.004253795,0.003411223
033857-28-2,0.029678377,-0.001820881,0,0.000135247,0.089064819,0.000415636,0.009021936,0.004651163,0,0.001167739,0.004113475,0.003298697
033857-28-2,0.02873064,-0.001762734,0,0.000130928,0.086220661,0.000402363,0.008733834,0.004502635,0,0.001130449,0.003982117,0.003193358
000006-01-3,0.034774442,-0.002394768,0,0.000436022,0,0.000788194,0.016203253,0.004695623,0,0.003028677,0.042746939,0.003354016
041318-75-6,0.031460674,-0.002183465,0,0.000365588,0,0.000684219,0.007858461,0.004695623,0,0.002502096,0.043521717,0.003354016
041318-75-6,0.03255249,-0.00225924,0,0.000378275,0,0.000707965,0.008131182,0.004858581,0,0.002588929,0.045032101,0.003470415
041318-75-6,0.030439721,-0.002112607,0,0.000353724,0,0.000662015,0.00760344,0.004543242,0,0.002420899,0.042109362,0.003245173
041318-75-6,0.029482948,-0.002046205,0,0.000342606,0,0.000641207,0.007364451,0.00440044,0,0.002344806,0.040785793,0.003143171
000006-00-7,0.031517692,-0.002307563,0,0.000432668,0,0.000781486,0.016337414,0.004695623,0,0.002304209,0.016847225,0.003354016
000006-00-9,0.031517692,-0.002592655,0,0.000439376,0,0.000781486,0.029931243,0.004695623,0,0.002790542,0.029669629,0.003354016
000006-00-3,0.028203924,-0.00197887,0,0.000368942,0,0.000684219,0.009156465,0.004695623,0,0.001968808,0.006178098,0.003354016
000006-00-0,0.028203924,-0.00204595,0,0.000368942,0,0.000684219,0.006882442,0.004695623,0,0.002002348,0.013073956,0.003354016
000006-00-2,0.028260942,-0.002072782,0,0.000439376,0,0.000774778,0.009921181,0.004695623,0,0.001737381,1.68E-05,0.003354016
033857-26-0,0.027831628,-0.001844709,0,0.000144223,0.060372296,0.000697635,0.009387892,0.004729163,0,0.001465705,0.002790542,0.003354016
033857-26-0,0.029306022,-0.001942433,0,0.000151863,0.063570546,0.000734593,0.00988522,0.004979693,0,0.001543352,0.002938372,0.003531697
033857-26-0,0.028306328,-0.001876173,0,0.000146683,0.061402013,0.000709534,0.009548013,0.004809824,0,0.001490704,0.002838137,0.003411223
033857-26-0,0.027372588,-0.001814283,0,0.000141844,0.059376546,0.000686129,0.009233053,0.004651163,0,0.001441531,0.002744516,0.003298697
033857-26-0,0.026498483,-0.001756347,0,0.000137314,0.057480441,0.000664218,0.008938209,0.004502635,0,0.001395497,0.002656874,0.003193358
002198-77-8,0.021234278,-0.001220862,0,0.000335402,0,0.001016267,0.001968808,0.004829784,0,0.001240986,0,0.003354016
038964-22-6,0.027831628,-0.001838001,0,0.000154285,0.060372296,0.000690927,0.009387892,0.004729163,0,0.001445581,0.002790542,0.003354016
038964-22-6,0.029306022,-0.00193537,0,0.000162458,0.063570546,0.00072753,0.00988522,0.004979693,0,0.001522161,0.002938372,0.003531697
038964-22-6,0.028306328,-0.00186935,0,0.000156916,0.061402013,0.000702712,0.009548013,0.004809824,0,0.001470237,0.002838137,0.003411223
038964-22-6,0.027372588,-0.001807686,0,0.00015174,0.059376546,0.000679532,0.009233053,0.004651163,0,0.001421738,0.002744516,0.003298697
038964-22-6,0.026498483,-0.00174996,0,0.000146894,0.057480441,0.000657832,0.008938209,0.004502635,0,0.001376337,0.002656874,0.003193358
000091-58-7,0.018946839,-0.001291296,0,0.000191179,0,0.000647325,0.002146571,0.004762703,0,0.000861982,0,0.003354016
000078-82-0,0.007613617,0.000137515,0,0,0,0,0.007851752,0,0,-0.000979373,0,0.003354016
000069-72-7,0.015814187,-0.001425457,0.006708033,0.000177763,0,0.000650679,0.008431997,0.004997484,0,0.00073453,0,0.003354016
000078-83-1,0.007613617,-7.38E-05,0.003354016,0.000157639,0,0.000117391,0.001992286,0,0,-0.00083515,0,0.003354016
000075-65-0,0.006708033,0.000231427,0.003354016,0,0,0,0.001898373,0,0,-0.000231427,0,0.003354016
6/1/25,0.024947174,-0.001985578,0,0.000365588,0,0.000670803,0.010199564,0.004695623,0,0.001791045,2.35E-05,0.003354016
147794-11-4,0.012161664,4.70E-05,0.003354016,0.000171055,0,0.000402482,0.011480798,0.00399128,0,-0.000187825,0,0.003354016
020266-65-3,0.013966124,6.04E-05,0.003354016,0.000134161,0,0.000449438,0.0053027,0.00399128,0,-0.001348315,0,0.003354016
000003-82-1,0.013838672,6.04E-05,0.003354016,0.000114037,0,0.00035888,0.005560959,0.00402482,0,-0.001076639,0,0.003354016
000003-82-4,0.01551568,0.000150931,0.003354016,0.00010062,0,0.000321986,0.005936609,0.00402482,0,-0.001871541,0,0.003354016
NONE,0.038088211,-0.002344457,0,0.000157639,0,0.000654033,0.00603723,0.004729163,0,0.00329029,0.144849908,0.003354016
NONE,0.039410029,-0.00242582,0,0.000163109,0,0.000676731,0.006246746,0.004893285,0,0.003404477,0.1498768,0.003470415
NONE,0.036852182,-0.002268376,0,0.000152523,0,0.000632809,0.005841311,0.004575694,0,0.003183515,0.140149278,0.003245173
NONE,0.035693855,-0.002197077,0,0.000147729,0,0.000612918,0.005657709,0.004431872,0,0.003083451,0.135744146,0.003143171
