CAS #,X1sol/T,Mor13v/T,H050/T,R5v/T,TO..Cl/T,HATS5v/T,RDF035m/T,RCl/T,nCOOR/T,Mor15u/T,RDF90m/T,1/T
037680-73-2,0.031625021,-0.001398625,0,0.000667449,0,0.001841355,0.007066913,0.004930404,0,-0.000566829,0.000355526,0.003354016
037680-73-2,0.031103414,-0.001375557,0,0.000656441,0,0.001810985,0.006950355,0.004849085,0,-0.00055748,0.000349662,0.003298697
037680-73-2,0.032164421,-0.00142248,0,0.000678833,0,0.001872761,0.007187447,0.005014498,0,-0.000576497,0.00036159,0.003411223
037680-73-2,0.033300371,-0.001472718,0,0.000702808,0,0.001938902,0.007441286,0.005191595,0,-0.000596857,0.00037436,0.003531697
037680-73-2,0.034519495,-0.001526634,0,0.000728537,0,0.002009885,0.00771371,0.005381658,0,-0.000618708,0.000388065,0.003660992
037680-73-2,0.035831275,-0.001584648,0,0.000756223,0,0.002086263,0.00800684,0.005586168,0,-0.000642219,0.000402812,0.003800114
032598-14-4,0.031682039,-0.001157136,0,0.000415898,0,0.000949187,0.001187322,0.004963944,0,-1.68E-05,0.010008385,0.003354016
032598-14-4,0.031159492,-0.00113805,0,0.000409038,0,0.000933531,0.001167739,0.004882072,0,-1.65E-05,0.009843312,0.003298697
032598-14-4,0.032222412,-0.001176872,0,0.000422992,0,0.000965376,0.001207573,0.00504861,0,-1.71E-05,0.010179089,0.003411223
032598-14-4,0.03336041,-0.001218435,0,0.00043793,0,0.00099947,0.001250221,0.005226912,0,-1.77E-05,0.010538584,0.003531697
032598-14-4,0.034581732,-0.001263042,0,0.000453963,0,0.001036061,0.001295991,0.005418268,0,-1.83E-05,0.010924401,0.003660992
032598-14-4,0.035895877,-0.001311039,0,0.000471214,0,0.001075432,0.00134524,0.005624169,0,-1.90E-05,0.01133954,0.003800114
038380-03-9,0.031682039,-0.001344961,0,0.000523227,0,0.001438873,0.001301358,0.004963944,0,-0.000251551,0.008646654,0.003354016
031508-00-6,0.031625021,-0.00119403,0,0.000617139,0,0.001287942,0.001274526,0.004930404,0,0.000241489,0.003018615,0.003354016
031508-00-6,0.031103414,-0.001174336,0,0.00060696,0,0.0012667,0.001253505,0.004849085,0,0.000237506,0.002968827,0.003298697
031508-00-6,0.032164421,-0.001214395,0,0.000627665,0,0.00130991,0.001296265,0.005014498,0,0.000245608,0.003070101,0.003411223
031508-00-6,0.033300371,-0.001257284,0,0.000649832,0,0.001356172,0.001342045,0.005191595,0,0.000254282,0.003178527,0.003531697
031508-00-6,0.034519495,-0.001303313,0,0.000673623,0,0.001405821,0.001391177,0.005381658,0,0.000263591,0.003294893,0.003660992
031508-00-6,0.035831275,-0.001352841,0,0.000699221,0,0.001459244,0.001444043,0.005586168,0,0.000273608,0.003420103,0.003800114
057465-28-8,0.031625021,-0.001200738,0,0.000248197,0,0.000979373,0.001341607,0.004930404,0,-0.000107329,0.018145229,0.003354016
057465-28-8,0.031103414,-0.001180934,0,0.000244104,0,0.00096322,0.001319479,0.004849085,0,-0.000105558,0.017845951,0.003298697
057465-28-8,0.032164421,-0.001221218,0,0.00025243,0,0.000996077,0.001364489,0.005014498,0,-0.000109159,0.018454716,0.003411223
057465-28-8,0.033300371,-0.001264348,0,0.000261346,0,0.001031256,0.001412679,0.005191595,0,-0.000113014,0.019106481,0.003531697
057465-28-8,0.034519495,-0.001310635,0,0.000270913,0,0.00106901,0.001464397,0.005381658,0,-0.000117152,0.019805967,0.003660992
057465-28-8,0.035831275,-0.001360441,0,0.000281208,0,0.001109633,0.001520046,0.005586168,0,-0.000121604,0.020558617,0.003800114
035065-28-2,0.034029851,-0.001348315,0,0.000744592,0,0.001626698,0.001100117,0.004963944,0,-0.000432668,0.002119738,0.003354016
035065-28-2,0.03346858,-0.001326076,0,0.000732311,0,0.001599868,0.001081973,0.004882072,0,-0.000425532,0.002084777,0.003298697
035065-28-2,0.034610268,-0.001371312,0,0.000757291,0,0.001654443,0.001118881,0.00504861,0,-0.000440048,0.002155893,0.003411223
035065-28-2,0.035832598,-0.001419742,0,0.000784037,0,0.001712873,0.001158397,0.005226912,0,-0.000455589,0.002232032,0.003531697
035065-28-2,0.037144426,-0.001471719,0,0.00081274,0,0.001775581,0.001200805,0.005418268,0,-0.000472268,0.002313747,0.003660992
035065-28-2,0.038555957,-0.001527646,0,0.000843625,0,0.001843055,0.001246437,0.005624169,0,-0.000490215,0.002401672,0.003800114
038380-04-0,0.034029851,-0.001583096,0,0.000828442,0,0.002072782,0.033379172,0.004930404,0,0.000251551,0.000127453,0.003354016
002050-68-2,0.024588294,-0.001022975,0,0.000191179,0,0.000650679,0.00202918,0.004930404,0,0.000281737,0.000482978,0.003354016
002050-68-2,0.027858636,-0.001159035,0,0.000216606,0,0.000737222,0.002299069,0.005586168,0,0.00031921,0.000547216,0.003800114
002050-68-2,0.026838733,-0.001116603,0,0.000208677,0,0.000710232,0.0022149,0.005381658,0,0.000307523,0.000527183,0.003660992
002050-68-2,0.025890871,-0.001077168,0,0.000201307,0,0.000685149,0.002136677,0.005191595,0,0.000296663,0.000508564,0.003531697
002050-68-2,0.025007675,-0.001040423,0,0.00019444,0,0.000661777,0.00206379,0.005014498,0,0.000286543,0.000491216,0.003411223
035065-27-1,0.033972832,-0.001254402,0,0.000754654,0,0.002082844,0.001103471,0.004963944,0,-0.000513165,0.02284756,0.003354016
035065-27-1,0.033412502,-0.001233713,0,0.000742207,0,0.002048491,0.001085271,0.004882072,0,-0.000504701,0.022470724,0.003298697
035065-27-1,0.034552277,-0.001275797,0,0.000767525,0,0.002118369,0.001122292,0.00504861,0,-0.000521917,0.023237251,0.003411223
035065-27-1,0.035772559,-0.001320855,0,0.000794632,0,0.002193184,0.001161928,0.005226912,0,-0.00054035,0.02405792,0.003531697
035065-27-1,0.037082189,-0.001369211,0,0.000823723,0,0.002273476,0.001204466,0.005418268,0,-0.000560132,0.024938678,0.003660992
035065-27-1,0.038491355,-0.001421243,0,0.000855026,0,0.002359871,0.001250238,0.005624169,0,-0.000581417,0.025886377,0.003800114
033979-03-2,0.033972832,-0.001925205,0,0.000986081,0,0.002159987,0.040747946,0.005165185,0,0.000305215,0.002840852,0.003354016
033979-03-2,0.034552277,-0.001958042,0,0.0010029,0,0.002196828,0.041442947,0.005253283,0,0.000310421,0.002889306,0.003411223
033979-03-2,0.035772559,-0.002027194,0,0.001038319,0,0.002274413,0.042906587,0.005438813,0,0.000321384,0.002991347,0.003531697
033979-03-2,0.037082189,-0.002101409,0,0.001076332,0,0.002357679,0.044477393,0.005637928,0,0.00033315,0.00310086,0.003660992
033979-03-2,0.038491355,-0.002181265,0,0.001117234,0,0.002447273,0.046167585,0.005852176,0,0.00034581,0.003218697,0.003800114
052663-71-5,0.036431327,0.000539997,0,0.000758008,0,0.00156968,0.011346638,0.004963944,0,-0.000137515,0.061955392,0.003354016
052663-71-5,0.035830447,0.00053109,0,0.000745506,0,0.00154379,0.011159492,0.004882072,0,-0.000135247,0.060933531,0.003298697
052663-71-5,0.037052703,0.000549207,0,0.000770936,0,0.001596452,0.011540167,0.00504861,0,-0.00013986,0.06301211,0.003411223
052663-71-5,0.038361293,0.000568603,0,0.000798164,0,0.001652834,0.011947731,0.005226912,0,-0.0001448,0.065237507,0.003531697
052663-71-5,0.039765697,0.00058942,0,0.000827384,0,0.001713344,0.012385136,0.005418268,0,-0.000150101,0.067625847,0.003660992
052663-71-5,0.041276838,0.000611818,0,0.000858826,0,0.001778453,0.012855786,0.005624169,0,-0.000155805,0.070195706,0.003800114
037680-65-2,0.026993124,-0.00119403,0,0.000771424,0,0.001868187,0.001760859,0.004963944,0,-0.000482978,3.35E-06,0.003354016
035065-29-3,0.036374308,-0.001445581,0,0.000711051,0,0.002049304,0.000811672,0.004963944,0,-0.000898876,0.027858461,0.003354016
035065-29-3,0.035774369,-0.001421738,0,0.000699324,0,0.002015504,0.000798285,0.004882072,0,-0.000884051,0.027398977,0.003298697
035065-29-3,0.036994713,-0.001470237,0,0.000723179,0,0.002084257,0.000825516,0.00504861,0,-0.000914208,0.028333618,0.003411223
035065-29-3,0.038301254,-0.001522161,0,0.00074872,0,0.002157867,0.000854671,0.005226912,0,-0.000946495,0.029334275,0.003531697
035065-29-3,0.03970346,-0.001577888,0,0.00077613,0,0.002236866,0.00088596,0.005418268,0,-0.000981146,0.030408201,0.003660992
035065-29-3,0.041212236,-0.001637849,0,0.000805624,0,0.00232187,0.000919628,0.005624169,0,-0.001018431,0.031563747,0.003800114
052663-68-0,0.036374308,-0.001324836,0,0.000828442,0,0.002223713,0.007378836,0.004930404,0,-0.001009559,5.03E-05,0.003354016
015862-07-4,0.026993124,-0.001237632,0,0.000627201,0,0.001318128,0.001606574,0.004963944,0,0.000201241,0.001029683,0.003354016
015862-07-4,0.030583317,-0.001402242,0,0.000710621,0,0.001493445,0.001820255,0.005624169,0,0.000228007,0.001166635,0.003800114
015862-07-4,0.029463665,-0.001350906,0,0.000684606,0,0.00143877,0.001753615,0.005418268,0,0.00021966,0.001123925,0.003660992
015862-07-4,0.028423097,-0.001303196,0,0.000660427,0,0.001387957,0.001691683,0.005226912,0,0.000211902,0.001084231,0.003531697
015862-07-4,0.027453522,-0.001258741,0,0.000637899,0,0.001340611,0.001633976,0.00504861,0,0.000204673,0.001047245,0.003411223
002051-62-9,0.022300855,-0.001140366,0,0.000184471,0,0.000586953,0.002190173,0.004930404,0,0.000181117,0.000244843,0.003354016
002051-62-9,0.025266958,-0.001292039,0,0.000209006,0,0.00066502,0.002481474,0.005586168,0,0.000205206,0.000277408,0.003800114
002051-62-9,0.024341937,-0.001244737,0,0.000201355,0,0.000640674,0.002390628,0.005381658,0,0.000197694,0.000267252,0.003660992
002051-62-9,0.023482253,-0.001200777,0,0.000194243,0,0.000618047,0.002306198,0.005191595,0,0.000190712,0.000257814,0.003531697
002051-62-9,0.022681221,-0.001159816,0,0.000187617,0,0.000596964,0.002227529,0.005014498,0,0.000184206,0.000249019,0.003411223
002051-62-9,0.021933036,-0.001121557,0,0.000181428,0,0.000577272,0.002154049,0.004849085,0,0.00017813,0.000240805,0.003298697
041464-39-5,0.029337582,-0.00122757,0,0.000761362,0,0.00172061,0.001633406,0.004963944,0,-0.000479624,6.71E-05,0.003354016
041464-40-8,0.029280563,-0.001204092,0,0.000791548,0,0.001673654,0.001656884,0.004963944,0,-6.71E-05,0.001415395,0.003354016
041464-40-8,0.028797625,-0.001184232,0,0.000778492,0,0.00164605,0.001629556,0.004882072,0,-6.60E-05,0.00139205,0.003298697
041464-40-8,0.029779976,-0.001224629,0,0.000805049,0,0.0017022,0.001685144,0.00504861,0,-6.82E-05,0.001439536,0.003411223
041464-40-8,0.030831715,-0.001267879,0,0.00083348,0,0.001762317,0.001744658,0.005226912,0,-7.06E-05,0.001490376,0.003531697
041464-40-8,0.031960461,-0.001314296,0,0.000863994,0,0.001826835,0.00180853,0.005418268,0,-7.32E-05,0.001544939,0.003660992
035693-99-3,0.029280563,-0.001240986,0,0.000674157,0,0.001858125,0.018165353,0.004930404,0,6.37E-05,0,0.003354016
041464-41-9,0.029337582,-0.000982727,0,0.001069931,0,0.002364582,0.018936777,0.005031025,0,0.000171055,0,0.003354016
041464-41-9,0.028853703,-0.000966518,0,0.001052284,0,0.002325581,0.018624443,0.004948046,0,0.000168234,0,0.003298697
041464-41-9,0.029837967,-0.000999488,0,0.00108818,0,0.002404912,0.019259765,0.005116834,0,0.000173972,0,0.003411223
041464-41-9,0.030891753,-0.001034787,0,0.001126611,0,0.002489846,0.019939961,0.005297545,0,0.000180117,0,0.003531697
041464-41-9,0.032022698,-0.001072671,0,0.001167856,0,0.002580999,0.020669962,0.005491488,0,0.000186711,0,0.003660992
033284-53-6,0.0293946,-0.001874895,0,0.000523227,0,0.001287942,0.005222204,0.004930404,0,-0.000231427,0.000207949,0.003354016
033284-53-6,0.029895958,-0.001906874,0,0.000532151,0,0.00130991,0.005311274,0.005014498,0,-0.000235374,0.000211496,0.003411223
033284-53-6,0.030951792,-0.001974219,0,0.000550945,0,0.001356172,0.005498852,0.005191595,0,-0.000243687,0.000218965,0.003531697
033284-53-6,0.032084935,-0.002046495,0,0.000571115,0,0.001405821,0.005700165,0.005381658,0,-0.000252608,0.000226982,0.003660992
033284-53-6,0.033304199,-0.002124264,0,0.000592818,0,0.001459244,0.005916778,0.005586168,0,-0.000262208,0.000235607,0.003800114
052663-58-8,0.029337582,-0.001532786,0,0.000523227,0,0.001375147,0.00642965,0.004930404,0,-0.000700989,0.000120745,0.003354016
032598-10-0,0.029280563,-0.001106825,0,0.000395774,0,0.00085192,0.001485829,0.004963944,0,0.000311924,0.002076136,0.003354016
032598-10-0,0.028797625,-0.00108857,0,0.000389246,0,0.000837869,0.001461323,0.004882072,0,0.000306779,0.002041893,0.003298697
032598-10-0,0.029779976,-0.001125704,0,0.000402524,0,0.000866451,0.001511172,0.00504861,0,0.000317244,0.002111547,0.003411223
032598-10-0,0.030831715,-0.00116546,0,0.00041674,0,0.000897051,0.001564542,0.005226912,0,0.000328448,0.00218612,0.003531697
032598-10-0,0.031960461,-0.001208127,0,0.000431997,0,0.000929892,0.00162182,0.005418268,0,0.000340472,0.002266154,0.003660992
032598-13-3,0.029280563,-0.00116049,0,0.000214657,0,0.000882106,0.00156968,0.004930404,0,-2.35E-05,0.018272682,0.003354016
032598-13-3,0.028797625,-0.001141349,0,0.000211117,0,0.000867557,0.00154379,0.004849085,0,-2.31E-05,0.017971301,0.003298697
032598-13-3,0.029779976,-0.001180283,0,0.000218318,0,0.000897152,0.001596452,0.005014498,0,-2.39E-05,0.018584342,0.003411223
032598-13-3,0.030831715,-0.001221967,0,0.000226029,0,0.000928836,0.001652834,0.005191595,0,-2.47E-05,0.019240685,0.003531697
032598-13-3,0.031960461,-0.001266703,0,0.000234303,0,0.000962841,0.001713344,0.005381658,0,-2.56E-05,0.019945085,0.003660992
038379-99-6,0.031682039,-0.002250545,0,0.000828442,0,0.002099614,0.021123596,0.004930404,0,0.000362234,0,0.003354016
038379-99-6,0.031159492,-0.002213426,0,0.000814778,0,0.002064984,0.020775194,0.004849085,0,0.000356259,0,0.003298697
038379-99-6,0.032222412,-0.002288931,0,0.000842572,0,0.002135426,0.021483882,0.005014498,0,0.000368412,0,0.003411223
038379-99-6,0.03336041,-0.002369769,0,0.000872329,0,0.002210842,0.022242628,0.005191595,0,0.000381423,0,0.003531697
038379-99-6,0.034581732,-0.002456526,0,0.000904265,0,0.002291781,0.023056928,0.005381658,0,0.000395387,0,0.003660992
038379-99-6,0.035895877,-0.002549876,0,0.000938628,0,0.002378871,0.023933118,0.005586168,0,0.000410412,0,0.003800114
073575-54-9,0.031739058,-0.00127788,0,0.000825088,0,0.002277377,0.049029012,0.004930404,0,-0.000228073,0,0.003354016
073575-54-9,0.03121557,-0.001256804,0,0.000811479,0,0.002239815,0.048220353,0.004849085,0,-0.000224311,0,0.003298697
073575-54-9,0.032280403,-0.001299676,0,0.000839161,0,0.00231622,0.049865257,0.005014498,0,-0.000231963,0,0.003411223
073575-54-9,0.033420449,-0.001345577,0,0.000868797,0,0.002398022,0.051626346,0.005191595,0,-0.000240155,0,0.003531697
073575-54-9,0.034643969,-0.001394838,0,0.000900604,0,0.002485814,0.053516383,0.005381658,0,-0.000248947,0,0.003660992
073575-54-9,0.035960479,-0.001447843,0,0.000934828,0,0.002580277,0.055550067,0.005586168,0,-0.000258408,0,0.003800114
000608-93-5,0.021734026,-0.000238135,0,0.000164347,0,0.000640617,0.000298507,0.004695623,0,-0.001106825,0,0.003354016
000608-93-5,0.024624739,-0.000269808,0,0.000186206,0,0.000725822,0.00033821,0.00532016,0,-0.001254038,0,0.003800114
000608-93-5,0.023723229,-0.00025993,0,0.000179389,0,0.000699249,0.000325828,0.005125389,0,-0.001208127,0,0.003660992
000608-93-5,0.022885396,-0.00025075,0,0.000173053,0,0.000674554,0.000314321,0.004944376,0,-0.00116546,0,0.003531697
000608-93-5,0.022180387,-0.000243026,0,0.000167722,0,0.000653774,0.000304638,0.004792059,0,-0.001129557,0,0.003422899
000771-61-9,0.0086433,-0.001915143,0.003354016,6.71E-05,0,0.000164347,0.005141707,0.004729163,0,0.003870535,0,0.003354016
000771-56-2,0.0086433,-0.001576388,0,0.000117391,0,0.000506456,0.005685058,0.004762703,0,0.003250042,0,0.003354016
000071-41-0,0.009773604,0.00030857,0.003354016,9.06E-05,0,0.000338756,0.000261613,0,0,-0.00131142,0,0.003354016
000107-87-9,0.009290626,0.000489686,0,8.72E-05,0,0.00037565,0.000523227,0,0,-0.001505953,0,0.003354016
000096-22-0,0.009418078,0.00042596,0,8.39E-05,0,0.00037565,0.000560121,0,0,-0.00168707,0,0.003354016
000110-59-8,0.009773604,0.000402482,0,0.000150931,0,0.00044273,0.004437364,0,0,-0.001797753,0,0.003354016
000628-63-7,0.01432165,0.000395774,0,9.73E-05,0,0.000348818,0.003078987,0,0.003354016,-0.002381352,0,0.003354016
000085-01-8,0.02330706,-0.00204595,0,0.000258259,0,0.000677511,0.002971659,0.004829784,0,0.001408687,0,0.003354016
000085-01-8,0.025440234,-0.002233205,0,0.000281896,0,0.00073952,0.003243639,0.005271829,0,0.001537617,0,0.003660992
000085-01-8,0.024541762,-0.002154335,0,0.000271941,0,0.000713403,0.003129084,0.005085644,0,0.001483313,0,0.003531697
000085-01-8,0.023704588,-0.002080846,0,0.000262664,0,0.000689067,0.003022344,0.004912161,0,0.001432714,0,0.003411223
000085-01-8,0.022922646,-0.002012205,0,0.000254,0,0.000666337,0.002922646,0.004750124,0,0.001385453,0,0.003298697
000085-01-8,0.022190643,-0.001947948,0,0.000245889,0,0.000645058,0.002829315,0.004598435,0,0.00134121,0,0.003193358
000071-23-8,0.006419587,0.000134161,0.003354016,6.04E-05,0,8.39E-05,0.000261613,0,0,-0.000258259,0,0.003354016
000067-63-0,0.005809156,0.000164347,0.003354016,0,0,0,0.000737884,0,0,-0.000261613,0,0.003354016
000123-38-6,0.006419587,0.000218011,0,0,0,0,0.004068422,0,0,-0.001002851,0,0.003354016
000067-64-1,0.005809156,0.000228073,0,0,0,0,0.000563475,0,0,-0.000617139,0,0.003354016
000107-12-0,0.006419587,0.000103975,0,0,0,0,0.003840349,0,0,-0.000804964,0,0.003354016
000109-60-4,0.010967634,0.000372296,0,0.000120745,0,0.00037565,0.000600369,0,0.003354016,-0.001019621,0,0.003354016
000110-74-7,0.009773604,0.000318632,0,0.000120745,0,0.000345464,0.002619487,0,0.003354016,-0.001425457,0,0.003354016
000129-00-0,0.026607412,-0.003669294,0,0.000184471,0,0.000727822,0.00487674,0.004762703,0,0.002290793,0,0.003354016
000129-00-0,0.029042651,-0.004005125,0,0.000201355,0,0.000794435,0.005323083,0.005198609,0,0.002500458,0,0.003660992
000129-00-0,0.028016952,-0.003863676,0,0.000194243,0,0.000766378,0.005135087,0.00501501,0,0.002412149,0,0.003531697
000129-00-0,0.027061231,-0.003731878,0,0.000187617,0,0.000740235,0.004959918,0.004843937,0,0.002329865,0,0.003411223
000129-00-0,0.026168563,-0.003608775,0,0.000181428,0,0.000715817,0.004796305,0.00468415,0,0.00225301,0,0.003298697
000129-00-0,0.025332908,-0.003493533,0,0.000175635,0,0.000692959,0.004643142,0.004534568,0,0.002181063,0,0.003193358
001634-04-4,0.008589636,0.000167701,0,0.000150931,0,0.00034211,0.00243837,0,0,0.000285091,0,0.003354016
000319-88-0,0.015421768,-0.000972665,0,6.71E-05,0,0.00030857,0.005872883,0.004695623,0,0.001093409,0,0.003354016
000127-18-4,0.0127352,0.000744592,0,0,0,0,0,0,0,-0.000664095,0,0.003354016
000056-23-5,0.010062049,0.000774778,0,0,0,0,0,0,0,8.39E-05,0,0.003354016
000109-99-9,0.008385041,0.000150931,0,0,0,0,1.01E-05,0,0,0.001422103,0,0.003354016
000142-68-7,0.010062049,0.000194533,0,4.02E-05,0,0.000147577,0.001838001,0,0,-0.000711051,0,0.003354016
000108-88-3,0.011383532,-0.000446084,0,0.000120745,0,0.000385712,0.00127788,0.004695623,0,3.69E-05,0,0.003354016
000057-74-9,0.034442395,-0.000328694,0,0.000788194,0,0.001613282,0.083394265,0,0,-0.001405333,0,0.003354016
000057-74-9,0.036918929,-0.000352328,0,0.000844868,0,0.001729283,0.089390617,0,0,-0.001506381,0,0.003595182
000057-74-9,0.036266996,-0.000346106,0,0.000829949,0,0.001698746,0.087812114,0,0,-0.001479781,0,0.003531697
000057-74-9,0.035637689,-0.000340101,0,0.000815547,0,0.001669269,0.086288391,0,0,-0.001454104,0,0.003470415
000057-74-9,0.035029848,-0.0003343,0,0.000801637,0,0.001640798,0.084816647,0,0,-0.001429302,0,0.003411223
039765-80-5,0.036843871,0.001613282,0,0.000613785,0,0.002411538,0.143894013,0,0,0.000580245,0,0.003354016
039765-80-5,0.039493079,0.001729283,0,0.000657918,0,0.002584936,0.154240518,0,0,0.000621967,0,0.003595182
039765-80-5,0.038122506,0.001669269,0,0.000635086,0,0.002495228,0.148887732,0,0,0.000600382,0,0.003470415
039765-80-5,0.037472284,0.001640798,0,0.000624254,0,0.002452669,0.146348286,0,0,0.000590142,0,0.003411223
039765-80-5,0.035648223,0.001560928,0,0.000593867,0,0.002333279,0.139224404,0,0,0.000561415,0,0.003245173
000103-30-0,0.02330706,-0.001797753,0,9.73E-05,0,0.000241489,0.002874392,0.004896864,0,3.35E-06,0.000798256,0.003354016
000067-66-3,0.008713735,0.000546705,0,0,0,0,0,0,0,0.000281737,0,0.003354016