CAS-Number,X%,EHOMO,Mor29u,NdsCH,GATS1e,X3A,1/T,SdsCH,nR=Cp,F02[F-Br],RDF015m,BIC1,SpMin8_Bh(p),NssssC
000107-22-2,0,-0.28446,-0.031,2,0.64,0.5,0.003356 ,0.389,0,0,0.925,0.565,0,0
000107-46-0,0,-0.26967,-0.375,0,2.217,0.177,0.003356 ,0,0,0,0.156,0.282,0,0
000107-87-9,0,-0.25631,-0.591,0,0.515,0.289,0.000991 ,0,0,0,3.75,0.481,0,0
000107-87-9,0,-0.25631,-0.591,0,0.515,0.289,0.000843 ,0,0,0,3.75,0.481,0,0
000107-98-2,0,-0.26694,-0.272,0,1.01,0.289,0.003356 ,0,0,0,4.039,0.567,0,0
000108-05-4,0,-0.26468,-0.174,1,0.753,0.289,0.003356 ,1.1,1,0,1.655,0.755,0,0
000108-11-2,0,-0.27552,-0.713,0,1.046,0.236,0.003356 ,0,0,0,5.258,0.434,0,0
000108-38-3,0,-0.241,-0.081,0,1.063,0.22,0.003356 ,0,0,0,4.052,0.5,0,0
000108-83-8,0,-0.25009,-1.01,0,0.562,0.218,0.003356 ,0,0,0,7.124,0.353,0.224,0
000108-90-7,8.3,-0.25749,-0.005,0,0.459,0.237,0.003344 ,0,0,0,1.927,0.422,0,0
000108-90-7,8.3,-0.25749,-0.005,0,0.459,0.237,0.001709 ,0,0,0,1.927,0.422,0,0
000108-95-2,0,-0.23489,0.127,0,0.988,0.237,0.003356 ,0,0,0,2.211,0.479,0,0
000109-65-9,7.1,-0.27761,-0.539,0,0.588,0.354,0.003356 ,0,0,0,2.739,0.44,0,0
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.002778 ,0,0,0,3.599,0.29,0,0
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.001176 ,0,0,0,3.599,0.29,0,0
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.001070 ,0,0,0,3.599,0.29,0,0
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.000946 ,0,0,0,3.599,0.29,0,0
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.000836 ,0,0,0,3.599,0.29,0,0
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.000816 ,0,0,0,3.599,0.29,0,0
000109-79-5,0,-0.23938,-0.584,0,1.201,0.354,0.003356 ,0,0,0,2.746,0.492,0,0
000109-95-5,0,-0.28581,-0.126,0,0.392,0.354,0.003356 ,0,0,0,2.782,0.682,0,0
000110-02-1,0,-0.2458,-0.197,0,0.673,0.25,0.003356 ,0,0,0,0.942,0.521,0,0
000110-53-2,5.9,-0.2773,-0.661,0,0.621,0.319,0.003356 ,0,0,0,3.636,0.392,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.002778 ,0,0,0,4.496,0.272,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.001142 ,0,0,0,4.496,0.272,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.001008 ,0,0,0,4.496,0.272,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.000895 ,0,0,0,4.496,0.272,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.000838 ,0,0,0,4.496,0.272,0,0
000110-62-3,0,-0.26351,-0.517,1,0.515,0.319,0.003356 ,0.962,0,0,3.653,0.523,0,0
000110-82-7,0,-0.29925,-0.765,0,1.417,0.25,0.003333 ,0,0,0,5.271,0.22,0,0
000110-82-7,0,-0.29925,-0.765,0,1.417,0.25,0.002564 ,0,0,0,5.271,0.22,0,0
000111-13-7,0,-0.25562,-1.001,0,0.55,0.273,0.003356 ,0,0,0,6.44,0.38,0.359,0
000111-35-3,0,-0.26322,-0.467,0,0.995,0.302,0.003356 ,0,0,0,5.054,0.478,0,0
000111-66-0,0,-0.26098,-0.895,1,1.5,0.291,0.003390 ,1.996,1,0,5.511,0.447,0.176,0
000111-66-0,0,-0.26098,-0.895,1,1.5,0.291,0.003356 ,1.996,1,0,5.511,0.447,0.176,0
000111-87-5,0,-0.27941,-0.927,0,1.052,0.285,0.003356 ,0,0,0,7.166,0.342,0.393,0
000112-40-3,0,-0.29631,-1.615,0,1.583,0.273,0.003356 ,0,0,0,9.877,0.212,0.711,0
000115-18-4,0,-0.2703,-0.386,1,1.045,0.354,0.003356 ,1.493,1,0,3.854,0.652,0,1
000116-15-4,66.7,-0.31026,-0.114,0,1.5,0.237,0.003356 ,0,1,0,1.72,0.667,0,1
000120-12-7,0,-0.20495,-0.202,0,0.758,0.178,0.003077 ,0,0,0,7.125,0.292,0.278,0
000120-82-1,25,-0.26278,-0.029,0,0.536,0.22,0.003356 ,0,0,0,1.925,0.512,0,0
000121-69-7,0,-0.19734,-0.087,0,1.055,0.216,0.003356 ,0,0,0,4.42,0.505,0,0
000123-35-3,0,-0.23759,-0.713,2,1.3,0.272,0.003195 ,4.035,2,0,5.982,0.54,0.293,0
000123-35-3,0,-0.23759,-0.713,2,1.3,0.272,0.002755 ,4.035,2,0,5.982,0.54,0.293,0
000123-38-6,0,-0.26555,-0.258,1,0.5,0.5,0.003356 ,0.875,0,0,1.864,0.651,0,0
000123-86-4,0,-0.28179,-0.765,0,0.71,0.277,0.003356 ,0,0,0,4.929,0.479,0,0
000124-68-5,0,-0.24007,-0.305,0,1.197,0.354,0.003356 ,0,0,0,4.554,0.61,0,1
000127-19-5,0,-0.24768,-0.166,0,0.657,0.333,0.003356 ,0,0,0,3.092,0.479,0,0
000132-64-9,0,-0.23381,0.218,0,0.787,0.17,0.003356 ,0,0,0,5.499,0.389,0.061,0
000132-65-0,0,-0.22458,-0.073,0,0.655,0.17,0.003356 ,0,0,0,5.098,0.389,0.061,0
000141-32-2,0,-0.28501,-0.685,1,0.71,0.285,0.003356 ,1.176,1,0,4.944,0.608,0,0
000142-28-9,18.2,-0.30319,-0.244,0,0.509,0.354,0.003356 ,0,0,0,1.879,0.507,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.001182 ,0,0,0,5.393,0.258,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.001062 ,0,0,0,5.393,0.258,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.000894 ,0,0,0,5.393,0.258,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.000857 ,0,0,0,5.393,0.258,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.000796 ,0,0,0,5.393,0.258,0,0
000151-67-7,62.5,-0.31654,-0.165,0,1.052,0.289,0.003356 ,0,0,0,1.276,0.857,0,1
000206-44-0,0,-0.2247,-0.058,0,0.7,0.157,0.003356 ,0,0,0,8.641,0.294,0.524,0
000208-96-8,0,-0.22684,-0.158,2,0.72,0.167,0.002899 ,4.356,0,0,6.545,0.423,0.081,0
000208-96-8,0,-0.22684,-0.158,2,0.72,0.167,0.003356 ,4.356,0,0,6.545,0.423,0.081,0
000280-57-9,0,-0.19244,-0.448,0,1.038,0.197,0.003356 ,0,0,0,8.473,0.295,0,0
000287-92-3,0,-0.31513,-0.715,0,1.4,0.25,0.003077 ,0,0,0,4.045,0.235,0,0
000288-32-4,0,-0.24117,-0.072,0,1.114,0.25,0.003356 ,0,0,0,0.957,0.75,0,0
000291-64-5,0,-0.30164,-0.976,0,1.429,0.25,0.003333 ,0,0,0,5.765,0.209,0,0
000292-64-8,0,-0.29149,-1.161,0,1.438,0.25,0.003356 ,0,0,0,6.747,0.2,0.338,0
000292-64-8,0,-0.29149,-1.161,0,1.438,0.25,0.002564 ,0,0,0,6.747,0.2,0.338,0
000319-84-6,33.3,-0.3056,-0.189,0,0.586,0.207,0.003356 ,0,0,0,5.246,0.38,0,0
000353-54-8,80,-0.29968,-0.036,0,1.373,0,0.003356 ,0,0,3,0.126,0.685,0,1
000354-33-6,62.5,-0.38993,-0.167,0,1.224,0.289,0.003356 ,0,0,0,1.598,0.552,0,1
000375-01-9,46.7,-0.32362,-0.264,0,1.039,0.212,0.003356 ,0,0,0,4.161,0.612,0,3
000406-78-0,46.7,-0.36802,-0.213,0,1.016,0.237,0.003356 ,0,0,0,4.148,0.599,0,2
000421-50-1,30,-0.30423,-0.31,0,0.727,0.289,0.003356 ,0,0,0,2.129,0.714,0,1
000422-05-9,41.7,-0.32378,-0.147,0,0.981,0.243,0.003484 ,0,0,0,3.158,0.708,0,2
000422-56-0,63.6,-0.33687,-0.256,0,1.196,0.225,0.003356 ,0,0,0,2.219,0.669,0,2
000431-47-0,27.3,-0.3275,-0.109,0,0.889,0.261,0.003356 ,0,0,0,2.231,0.75,0,1
000460-19-5,0,-0.383,0.101,0,1,0.5,0.003356 ,0,0,0,0.215,0.356,0,0
000461-18-7,20,-0.29582,-0.266,0,0.699,0.256,0.003597 ,0,0,0,4.173,0.636,0,1
000461-18-7,20,-0.29582,-0.266,0,0.699,0.256,0.002959 ,0,0,0,4.173,0.636,0,1
000462-95-3,0,-0.26021,-0.463,0,0.921,0.302,0.003356 ,0,0,0,4.315,0.4,0,0
000464-06-2,0,-0.30504,-0.998,0,1.643,0.289,0.003356 ,0,0,0,4.847,0.277,0,1
000493-01-6,0,-0.28303,-1.031,0,1.303,0.193,0.003356 ,0,0,0,9.089,0.247,0.417,0
000497-23-4,0,-0.28917,-0.041,2,0.718,0.235,0.003356 ,3.1,0,0,3.159,0.815,0,0
000502-42-1,0,-0.24859,-0.772,0,0.498,0.238,0.003356 ,0,0,0,6.024,0.38,0,0
000505-22-6,0,-0.25975,-0.239,0,0.886,0.25,0.003356 ,0,0,0,4.631,0.475,0,0
000505-29-3,0,-0.22779,-0.489,0,0.737,0.25,0.003333 ,0,0,0,1.879,0.362,0,0
000508-32-7,0,-0.25831,-0.981,0,1.161,0.145,0.003356 ,0,0,0,10.489,0.358,0.208,2
000513-44-0,0,-0.23883,-0.513,0,1.201,0.408,0.003356 ,0,0,0,2.67,0.492,0,0
000526-75-0,0,-0.22598,-0.359,0,0.985,0.222,0.003356 ,0,0,0,4.368,0.61,0,0
000540-80-7,0,-0.27329,-0.384,0,0.365,0.25,0.003356 ,0,0,0,4.639,0.491,0,1
000541-31-1,0,-0.23928,-0.589,0,1.225,0.289,0.003356 ,0,0,0,3.544,0.476,0,0
000543-67-9,0,-0.28477,-0.298,0,0.372,0.319,0.003356 ,0,0,0,3.631,0.611,0,0
000544-76-3,0,-0.29203,-2.095,0,1.563,0.266,0.003356 ,0,0,0,13.464,0.192,1.052,0
000555-10-2,0,-0.226,-0.775,1,1.25,0.215,0.003356 ,2.175,0,0,7.196,0.56,0.273,0
000563-45-1,0,-0.26301,-0.451,1,1.5,0.408,0.003356 ,1.917,1,0,2.757,0.549,0,0
000565-75-3,0,-0.29867,-1.037,0,1.625,0.263,0.003356 ,0,0,0,5.731,0.255,0.065,0
000573-98-8,0,-0.21649,-0.376,0,0.92,0.189,0.003356 ,0,0,0,6.7,0.486,0.107,0
000576-26-1,0,-0.22457,-0.176,0,0.985,0.222,0.003356 ,0,0,0,4.347,0.61,0,0
000582-16-1,0,-0.21857,-0.377,0,0.92,0.188,0.003356 ,0,0,0,6.602,0.486,0.178,0
000590-19-2,0,-0.25829,-0.264,1,1.25,0.5,0.003356 ,1.764,1,0,1.037,0.685,0,0
000591-12-8,0,-0.25365,-0.25,1,0.694,0.217,0.003356 ,1.766,0,0,3.835,0.719,0,0
000591-93-5,0,-0.26334,-0.338,2,1.3,0.354,0.003356 ,3.625,2,0,2.099,0.537,0,0
000592-48-3,0,-0.23077,-0.339,3,1.333,0.319,0.003356 ,5.788,1,0,2.837,0.593,0,0
000593-53-3,20,-0.35589,-0.041,0,0.539,0,0.003356 ,0,0,0,0.536,0.685,0,0
000594-20-7,18.2,-0.30311,-0.261,0,0.509,0,0.003356 ,0,0,0,1.929,0.507,0,1
000594-82-1,0,-0.3016,-1.071,0,1.625,0.25,0.001130 ,0,0,0,5.337,0.246,0,2
000594-82-1,0,-0.3016,-1.071,0,1.625,0.25,0.000984 ,0,0,0,5.337,0.246,0,2
000598-32-3,0,-0.26102,-0.14,1,1.053,0.408,0.003356 ,1.472,1,0,2.736,0.735,0,0
000611-14-3,0,-0.23969,-0.407,0,1.111,0.216,0.003356 ,0,0,0,4.993,0.522,0,0
000620-23-5,0,-0.26529,-0.04,1,0.475,0.219,0.003356 ,0.854,0,0,4.018,0.604,0,0
000623-78-9,0,-0.26017,-0.346,0,0.824,0.26,0.003356 ,0,0,0,4.278,0.564,0,0
000624-92-0,0,-0.24346,-0.242,0,0.569,0.5,0.003356 ,0,0,0,0,0.432,0,0
000625-58-1,0,-0.32934,-0.209,0,0.349,0.289,0.003356 ,0,0,0,2.811,0.62,0,0
000627-19-0,0,-0.27348,-0.332,0,1.3,0.354,0.003356 ,0,0,0,2.605,0.575,0,0
000627-93-0,0,-0.28183,-0.5,0,0.74,0.276,0.003356 ,0,0,0,6.803,0.46,0.385,0
000628-63-7,0,-0.27739,-0.685,0,0.708,0.273,0.003356 ,0,0,0,5.775,0.442,0,0
000629-59-4,0,-0.29384,-1.874,0,1.571,0.269,0.003356 ,0,0,0,11.671,0.201,0.892,0
000637-92-3,0,-0.25613,-0.697,0,0.913,0.25,0.003356 ,0,0,0,5.323,0.341,0,1
000679-86-7,45.5,-0.36155,-0.241,0,0.811,0.275,0.003356 ,0,0,0,3.224,0.594,0,1
000683-08-9,0,-0.28589,-0.511,0,1.039,0.232,0.002874 ,0,0,0,8.972,0.449,0,0
000692-49-9,50,-0.3458,-0.219,2,0.919,0.232,0.004405 ,-1.708,0,0,3.015,0.5,0,2
000692-49-9,50,-0.3458,-0.219,2,0.919,0.232,0.002959 ,-1.708,0,0,3.015,0.5,0,2
000694-72-4,0,-0.30794,-0.767,0,1.255,0.185,0.003356 ,0,0,0,7.252,0.274,0.078,0
000756-79-6,0,-0.29024,-0.451,0,1.083,0.319,0.003534 ,0,0,0,6.757,0.492,0,0
000758-96-3,0,-0.24659,-0.245,0,0.656,0.297,0.003356 ,0,0,0,3.962,0.466,0,0
000763-69-9,0,-0.26905,-0.81,0,0.793,0.26,0.003356 ,0,0,0,6.443,0.454,0,0
000765-34-4,0,-0.27139,-0.19,1,0.548,0.408,0.003356 ,0.278,0,0,1.845,0.728,0,0
000821-07-8,0,-0.22321,-0.109,4,1.167,0.319,0.003356 ,7.073,2,0,1.807,0.345,0,0
000868-85-9,0,-0.30229,-0.111,0,1.112,0.348,0.003356 ,0,0,0,7.365,0.594,0,0
000873-66-5,0,-0.22501,-0.225,2,1,0.22,0.003356 ,4.12,0,0,4.089,0.52,0.023,0
000926-42-1,0,-0.32531,-0.425,0,0.307,0.245,0.003356 ,0,0,0,5.228,0.474,0,1
000928-96-1,0,-0.25224,-0.431,2,1.043,0.302,0.003356 ,4.038,0,0,4.678,0.572,0,0
000931-88-4,0,-0.24326,-0.854,2,1.313,0.25,0.003356 ,4.637,0,0,6.27,0.413,0.063,0
001002-16-0,0,-0.32623,-0.598,0,0.307,0.273,0.003356 ,0,0,0,5.489,0.474,0,0
001115-15-7,0,-0.24153,-0.168,2,0.357,0.348,0.003378 ,2.653,2,0,3.577,0.529,0,0
001119-16-0,0,-0.26299,-0.599,1,0.526,0.284,0.003356 ,0.972,0,0,4.455,0.504,0,0
001127-76-0,0,-0.22045,-0.311,0,0.92,0.185,0.003356 ,0,0,0,6.492,0.483,0.129,0
001192-37-6,0,-0.2481,-0.609,0,1.286,0.237,0.003356 ,0,1,0,5.486,0.472,0,0
001476-23-9,0,-0.25601,-0.109,1,0.6,0.319,0.003268 ,1.533,1,0,2.014,0.769,0,0
001511-62-2,60,-0.31836,-0.046,0,0.941,0,0.003356 ,0,0,2,0.286,0.961,0,0
001576-87-0,0,-0.2633,-0.335,3,0.505,0.319,0.003690 ,4.094,0,0,2.833,0.675,0,0
001576-87-0,0,-0.2633,-0.335,3,0.505,0.319,0.002674 ,4.094,0,0,2.833,0.675,0,0
001712-64-7,0,-0.32585,-0.326,0,0.323,0.236,0.003356 ,0,0,0,3.865,0.542,0,0
001885-48-9,41.7,-0.35122,-0.157,0,0.952,0.245,0.003356 ,0,0,0,2.775,0.642,0,1
002050-47-7,8.7,-0.23667,0.137,0,0.72,0.206,0.002591 ,0,0,0,4.453,0.443,0.133,0
002050-68-2,9.1,-0.24109,-0.128,0,0.457,0.199,0.002924 ,0,0,0,4.972,0.413,0.133,0
002050-68-2,9.1,-0.24109,-0.128,0,0.457,0.199,0.002740 ,0,0,0,4.972,0.413,0.133,0
002051-60-7,4.5,-0.24545,0.02,0,0.471,0.193,0.002915 ,0,0,0,5.05,0.365,0.053,0
002051-61-8,4.5,-0.2438,-0.087,0,0.471,0.195,0.002755 ,0,0,0,5.029,0.365,0.095,0
002051-62-9,4.5,-0.23847,-0.097,0,0.471,0.199,0.002950 ,0,0,0,5.033,0.365,0.133,0
002051-62-9,4.5,-0.23847,-0.097,0,0.471,0.199,0.002747 ,0,0,0,5.033,0.365,0.133,0
002240-88-2,25,-0.30307,-0.262,0,0.766,0.25,0.003597 ,0,0,0,3.262,0.729,0,1
002240-88-2,25,-0.30307,-0.262,0,0.766,0.25,0.002959 ,0,0,0,3.262,0.729,0,1
002314-97-8,80,-0.3004,-0.072,0,1.28,0,0.003390 ,0,0,0,0.312,0.685,0,1
002403-24-9,0,-0.27393,-0.412,0,0.355,0.204,0.003356 ,0,0,0,7.372,0.565,0,0
002437-79-8,18.2,-0.26354,-0.139,0,0.494,0.185,0.003086 ,0,0,0,4.901,0.459,0,0
002524-03-0,7.7,-0.26102,-0.012,0,1.226,0.319,0.003356 ,0,0,0,4.444,0.614,0,0
002568-90-3,0,-0.25885,-1.109,0,0.907,0.276,0.001667 ,0,0,0,7.885,0.349,0.469,0
002807-30-9,0,-0.26451,-0.544,0,0.995,0.302,0.003356 ,0,0,0,4.983,0.478,0,0
003013-02-3,0,-0.24466,-0.044,0,0.669,0.297,0.003356 ,0,0,0,2.144,0.523,0,0
003221-61-2,0,-0.30082,-1.213,0,1.611,0.273,0.003356 ,0,0,0,7.046,0.273,0.397,0
003338-55-4,0,-0.22489,-0.567,3,1.3,0.272,0.003356 ,6.242,1,0,6.115,0.526,0.247,0
003638-35-5,0,-0.28199,-0.584,0,1.417,0.213,0.003356 ,0,0,0,5.688,0.347,0,0
003779-61-1,0,-0.22756,-0.481,3,1.3,0.272,0.003356 ,6.242,1,0,6.139,0.526,0.247,0
004164-28-7,0,-0.28536,-0.19,0,0.252,0.333,0.003356 ,0,0,0,2.344,0.529,0,0
004549-74-0,0,-0.22679,-0.325,2,1.333,0.348,0.003356 ,3.854,1,0,3.07,0.589,0,0
005077-67-8,0,-0.25905,-0.2,0,0.809,0.348,0.003356 ,0,0,0,3.472,0.631,0,0
005409-83-6,9.5,-0.24593,0.158,0,0.638,0.17,0.003356 ,0,0,0,5.352,0.514,0.043,0
005409-83-6,9.5,-0.24593,0.158,0,0.638,0.17,0.002469 ,0,0,0,5.352,0.514,0.043,0
005989-27-5,0,-0.23545,-0.633,1,1.25,0.215,0.003356 ,2.35,1,0,7.53,0.507,0.28,0
006135-31-5,0,-0.26373,-0.232,0,0.844,0.296,0.003356 ,0,0,0,3.122,0.625,0,0
006163-75-3,0,-0.2903,-0.361,0,1.056,0.285,0.003125 ,0,0,0,7.755,0.479,0,0
006482-24-2,8.3,-0.27776,-0.224,0,0.838,0.354,0.003356 ,0,0,0,2.309,0.563,0,0
006728-26-3,0,-0.26268,-0.529,3,0.514,0.302,0.003356 ,4.201,0,0,3.72,0.636,0,0
006728-26-3,0,-0.26268,-0.529,3,0.514,0.302,0.002674 ,4.201,0,0,3.72,0.636,0,0
006876-00-2,4.3,-0.2391,0.065,0,0.753,0.202,0.002994 ,0,0,0,4.499,0.399,0.133,0
006876-00-2,4.3,-0.2391,0.065,0,0.753,0.202,0.002717 ,0,0,0,4.499,0.399,0.133,0
007012-37-5,13.6,-0.2501,-0.051,0,0.47,0.191,0.002762 ,0,0,0,4.953,0.443,0.025,0
007433-56-9,0,-0.24494,-1.07,2,1.5,0.28,0.003356 ,4.637,0,0,7.388,0.381,0.457,0
010061-01-5,22.2,-0.27781,-0.168,2,0.534,0.354,0.003356 ,3.052,1,0,1.042,0.86,0,0
013029-08-8,9.1,-0.25503,-0.024,0,0.457,0.189,0.003096 ,0,0,0,4.979,0.413,0.033,0
013211-15-9,0,-0.24124,-0.759,0,0.491,0.176,0.003356 ,0,0,0,7.855,0.443,0.154,1
014315-97-0,0,-0.26493,-0.461,0,0.939,0.265,0.003356 ,0,0,0,6.011,0.402,0,0
015862-07-4,13.6,-0.25226,-0.026,0,0.47,0.191,0.003356 ,0,0,0,5.037,0.443,0.022,0
015862-07-4,13.6,-0.25226,-0.026,0,0.47,0.191,0.002755 ,0,0,0,5.037,0.443,0.022,0
016606-02-3,13.6,-0.25177,-0.044,0,0.47,0.192,0.003356 ,0,0,0,4.948,0.443,0.01,0
016606-02-3,13.6,-0.25177,-0.044,0,0.47,0.192,0.002755 ,0,0,0,4.948,0.443,0.01,0
018259-05-7,22.7,-0.26501,0.213,0,0.526,0.187,0.003356 ,0,0,0,5.276,0.465,0.031,0
018794-84-8,0,-0.23139,-0.926,3,1.3,0.255,0.003356 ,6.444,2,0,9.823,0.467,0.935,0
020820-41-1,0,-0.33223,-0.267,0,0.368,0.23,0.003356 ,0,0,0,6.686,0.558,0,0
022056-82-2,0,-0.27291,-0.244,1,0.73,0.319,0.003356 ,0.74,0,0,3.266,0.631,0,0
024903-95-5,0,-0.24623,-0.631,0,0.491,0.168,0.003356 ,0,0,0,7.898,0.467,0.274,1
029043-89-8,0,-0.27216,-0.57,1,0.71,0.291,0.003356 ,0.773,0,0,5.06,0.537,0,0
033284-50-3,9.1,-0.24849,-0.017,0,0.457,0.19,0.002915 ,0,0,0,5.006,0.413,0.048,0
034883-41-5,9.1,-0.25188,-0.085,0,0.457,0.189,0.003356 ,0,0,0,4.985,0.413,0.038,0
038380-03-9,22.7,-0.26348,0.118,0,0.526,0.189,0.002915 ,0,0,0,5.04,0.465,0,0
039227-62-8,27.3,-0.24354,0.219,0,0.858,0.173,0.003367 ,0,0,0,5.003,0.492,0,0
041446-63-3,0,-0.24444,-1.663,2,1.5,0.269,0.003390 ,4.753,0,0,10.966,0.319,0.848,0
041464-39-5,18.2,-0.25848,-0.075,0,0.494,0.188,0.002755 ,0,0,0,4.963,0.459,0.01,0
053042-85-6,0,-0.24983,-0.313,5,0.505,0.302,0.003356 ,7.543,0,0,2.829,0.611,0,0
055702-46-0,13.6,-0.25338,0.071,0,0.47,0.194,0.002755 ,0,0,0,5.161,0.443,0.037,0
082944-60-3,0,-0.32101,-0.684,0,0.306,0.231,0.003356 ,0,0,0,6.475,0.447,0,0
138689-24-4,28.6,-0.30299,-0.101,1,0.732,0.408,0.003356 ,0.015,0,0,1.222,1,0,0
